"Property ID","Property Name","Room ID","Room Name","Item ID","Item Name","Purchase Date",Quantity,"Purchase Price","Current Price","Category Name","Policy ID","Policy Name","Policy Type",Brand,Model,"Serial Number",Notes,Created,Labels,Photos,PDFs
Property67312,"Svenska Klubben i Helsingfors",Room190944,"1B Pimpinellan",Item561234,"Heliogravyr Fiskare i segelbåt",,1,0.00,700.00,Konst,,,,"Albert Edelfelt sign.","h 50x45",46,"Ny passepartout 2002 Artegrafica","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190944,"1B Pimpinellan",Item561237,"Heliogravyr Hertig Karl skymfar...",,1,0.00,700.00,Konst,,,,"Albert Adelfelt sign.","h 35x45",47,"Hertig Karl skymfar Klaus Flemings lik Ny passepartout 2002 Artegrafica","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190944,"1B Pimpinellan",Item561275,"Kassaskåp infällt i väggen",,1,0.00,1000.00,Sk,,,,"1800 talet","H 150 B 100",203,"Se 100 ars historik s. 95","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190944,"1B Pimpinellan",Item561243,"Oljemålning Vallinkoski",,1,0.00,7000.00,Konst,,,,"Berndt Lindholm 1872","h 123 X 210",100,"Kopia originalet ii Statsrådets festvåning, Gåva av dir Sven Erik Broman 1932","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190944,"1B Pimpinellan",Item561278,"Pelarbord med marmorskiva",,1,0.00,500.00,Bord,,,,,"H 68 X 40 x40, tj 2 cm",223,"Likadana bord på andra platser i huset, Marmori Törrönen gjorde 3 nya och reparerade en marmoskiva 2002, Snickargruppen bidrog också.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190944,"1B Pimpinellan",Item561269,"Skänkskåp med marmorskiva",,1,0.00,1500.00,Sk,,,,"1950 talet","h 103xL110xb50",198,"Möbeln dekorerad med bronsbladlyra, som de andra i denna grupp bestående av tre möbler, kan innehalla Pimpinellas rekvisita, låst?.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190944,"1B Pimpinellan",Item561266,"Skåp Mahogny glasdörrar",,1,0.00,1900.00,Sk,,,,"1950 talet","h 155x 130 x 45",197,"Empire stil eller nyklassisk, prima skick","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190944,"1B Pimpinellan",Item561246,"Takkronor sexarmade",,2,0.00,2000.00,Armatur,,,,,"h 120 diameter 90",183,"Med ""filigrankupor"" Olika uppåtvänd matt nedåtvänd med filigrankupor eller vita ränder på i princip klart glas","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190945,"1C Donner",Item561293,"Bokskåp i tva delar",,1,0.00,2500.00,Sk,,,,"1850 talet ?","h220xL 190 X b 56",126,,"2016-04-27 10:59:04",,11wFMzQhA2jMGBr1McYhBO.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190945,"1C Donner",Item561318,"Fotoporträtt av Violet och Ossian Donner",,1,0.00,150.00,Prydnadsf,,,,Museiverket,"H 27,5 B 19",516,"På baksidan en kort presentation, annors data se 515 Obs. Kan även förvaras i Sannis kontor av säkerhetsskäl!","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190945,"1C Donner",Item561290,"Krona i Barockstil 6 armad",,1,0.00,700.00,Armatur,,,,,"H 50 X b 68",125,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190945,"1C Donner",Item561315,Läderfåtöljer,,4,0.00,1000.00,Stolar,,,,"2005 Italien",Natuzzi,504,"Tunga fåtoljer, 2 St i Lilla matsalen och 2 st i Donnerska rummet, platserna varierar enligt behov, köpt fr. Vepsäläinen","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190945,"1C Donner",Item561296,"Ledhund eller kolstativ",,1,0.00,450.00,,,,,,h31xb36xut28,137,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190945,"1C Donner",Item561287,Oljemålning,,1,0.00,7000.00,Konst,,,,"Sign. Gemildo på ryska","h 50 X 67",72,"Enligt inventur 1986: gåva till Lördagssällskapet av Toto Holm, Restaurerad av Kaj Nylund 1999","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190945,"1C Donner",Item561303,"Oljemålning Flicka med parasoll",,1,967.00,1500.00,Konst,,,,"Ole Larsson (1863-1939) Sverige","H 27,5 B 48",469,"Olja på duk, glad ljus målning, inköpt såsom föregående nr 466-468, fr Bukowskis Stockholm","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190945,"1C Donner",Item561299,"Oljemålning Tidningsläsande man",,1,1988.00,2000.00,Konst,,,,"John H E Partington, England","H78 B51",468,"Olja på duk, Partington (1843-99), vacker guldram, samma anskaffning som 466. fr Bukowskis Stockholm","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190945,"1C Donner",Item561311,"Oljemålning Värdshusinteriör",,1,2000.00,2500.00,Konst,,,,"William Shayer 1811-92 England","H 35 B 50 (bilden)",503,"Henry W köpte fr Stocholm, klubben löste in den för samma pris. Solveig Lindquist har konserverat 2005","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190945,"1C Donner",Item561321,"Tavelkopia Bröllopsresa i Italien",,1,0.00,500.00,Konst,,,,Museokuva/Artegrafica,"H 91x 71",517,"Paret Donner vid Medelhavet, original oljemålning 1922 av Sir John Lavrey, på Chritie's auktion saldes den 12.5.2006 för 1.339.883 euro. Lov för kopiering erhålls via Barbro Schauman. Mera info bakom tavlan.","2016-04-27 10:59:04",,25NqT2JhhBD0FWM1STWzgA.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190945,"1C Donner",Item561305,"Tavla Smygrökare",,1,917.12,1200.00,Konst,,,,"Killan Zoll (1818-60) Sverige","H46 B 34,5",470,"Olja pa duk, inkopt med anledning av renoveringen 2004. Purchased at: Bukowski-Horhammer Hfors","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561395,"Adolf Fredrik",,1,0.00,150.00,Konst,,,,,,491,"Regent serie","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561378,"Axel Oxenstjärna",,1,0.00,150.00,Konst,,,,,,484,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561351,"Barockbord med fanerskiva",,3,0.00,450.00,Bord,,,,,L125xb80xh76,124,"MM kan vara intresserad av dessa. (Som agare?). Ett bord med 175 cm lang skiva.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561357,"Bord med svarvade ben",,5,0.00,500.00,Bord,,,,"1920 talet","H77x L 120x b80",195,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561333,"Bronslampetter 2-armade",,4,0.00,400.00,Armatur,,,,,"Barock stil h35xb40",105,"Med sk?rm","2016-04-27 10:59:04",,6xthRiIW02x9nQaUzUvV9k.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561336,Bronsstaty,,1,0.00,3000.00,Konst,,,,"Walter Runeberg (1838-1920)",H52xb30,111,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561384,"Carl X",,1,0.00,150.00,Konst,,,,,,486,"Serien regenter","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561387,"Carl X",,1,0.00,150.00,Konst,,,,,,487,"Regent serie","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561389,"Carl XI",,1,0.00,150.00,Konst,,,,,,488,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561404,"Carl XII",,1,0.00,150.00,Konst,,,,,,494,"Regent serie","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561407,"Carl XIV",,1,0.00,150.00,Konst,,,,,,495,"Regent serie","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561381,Christina,,1,0.00,150.00,Konst,,,,,,,"Serie regenter","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561348,"Eldstads saker",,1,0.00,1500.00,,,,,,,122,"Fond, kolhallare och brashundar, tot 5 foremal","2016-04-27 10:59:04",,6H0IfeFdlUDNQjF0qDUSqi.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561366,"Erik XIV",,1,0.00,150.00,Konst,,,,,,480,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561392,Fredrik,,1,0.00,150.00,Konst,,,,,,490,"Regent serie","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561375,"Gustav II Adolf",,1,0.00,150.00,Konst,,,,,,483,"H�r till serien regenter","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561398,"Gustav III",,1,0.00,150.00,Konst,,,,,,492,"Regent serie","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561401,"Gustav IV Adolf",,1,0.00,150.00,Konst,,,,,,493,"Regent serie","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561369,"Johan III",,1,0.00,150.00,Konst,,,,,,481,"Serien regenter","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561360,"Kista lackad med kraftiga beslag",,1,0.00,900.00,,,,,"1800 talet","H56 L116 B53",200,"Innehåller Pimpinellas rekvisita, placerad vid fönsret","2016-04-27 10:59:04",,56yFsxVbnF0VuFRhCVubNc.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561324,"Kopparstick ""Slaget vid Arbela""",,1,0.00,900.00,Konst,,,,"Gerard Audran, etsning","h 76x186",50,"Se: Meddelanden 1/1983 Solveig Lindqvist putsade och ramade 2004","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561345,"Litografi diverse Hfors motiv",,6,0.00,700.00,Konst,,,,,,119,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561354,"Matta Wilton",,1,0.00,250.00,Mattor,,,,,350x225,163,"Antas vara G�va av klubbens st�ndiga medlemmar, se 100 �rs ber�ttelse s. 166 Tv� liknande i klubbv�ningen.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561410,Oscar,,1,0.00,150.00,Konst,,,,,,496,"Regent serie","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561416,"Oscar I",,1,0.00,150.00,Konst,,,,,,,"Regent serie","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561413,"Oscar XV",,1,0.00,150.00,Konst,,,,,,,"Regent serie","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561372,Sigismund,,1,0.00,150.00,Konst,,,,,,482,"Serie regenter","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561327,"Takkrona i brons 8 arm. Elektr.",,1,0.00,1500.00,Armatur,,,,"1920 talet ?","h 85- b80",104,,"2016-04-27 10:59:04",,39f3Df98MFH0JL0s6ytKGi.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190946,"1D Lilla Matsalen",Item561342,"Vaxreliefer, 3 st till",,3,0.00,150.00,Konst,,,,"Sverige 1800/1900","Diam 10",114,"Svenska kungaporträtt + Axel Oxenstjerna Se Meddelanden 4/1979 Svart tr?underlag och buktigt skyddsglas med förgylld text","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190943,"1E Köket",Item561419,Gasspis,,1,0.00,2000.00,,,,,,"Ca L200x 100x 90",553,"Kopt av H sommaren 2014","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190943,"1E Köket",Item561428,Kallskåp,,2,0.00,800.00,Sk,,,,,,556,"Kopt av Ha","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190943,"1E Köket",Item561431,Vägghyllor,,6,0.00,100.00,Hyllor,,,,,,,"Kopt av Ha","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190948,"2E Elisabetsalen",Item561496,"Kristallkrona 12ljusarmar elektr",,2,0.00,2000.00,Armatur,,,,,"H ca 70 X b ca 75",96,,"2016-04-27 10:59:04",,6dPTZNDo2rBpyqVdbN5yAN.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190948,"2E Elisabetsalen",Item561504,"Oljemåln Interiör med elegant sallsk",,1,3181.00,4000.00,Konst,,,,"1800 talets Holland","H 72 B 60",468,"Oljemålning pa duk, Holland, utförd i Pieter de Hoochs (1629-81) stil (Hans Art), anskaffning se 466 och 467, Bukowskis Stockholm","2016-04-27 10:59:04",,4SIH0eMRcxAJBYiKVM3JJZ.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190948,"2E Elisabetsalen",Item561507,"Oljemålning Herdar på stranden",,1,0.00,1800.00,Konst,,,,"Okänd mästare","H 100 B 88",511,"Signeringen kan ej förtydligas, verkligen stor och pralig tavelram","2016-04-27 10:59:04",,6QMYKzyXRgfRxTztO29VT4.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190948,"2E Elisabetsalen",Item561498,"Praktspegel 1920 talet",,1,0.00,3000.00,Speglar,,,,,"Inkl ram h260x112",98,"Med guldram heltglas och marmor""fot"" Foten l 109x b31 x h50","2016-04-27 10:59:04",,2eJxAaLGhCQjZOop1mDYQK.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190948,"2E Elisabetsalen",Item561501,"Praktspegel vit träram",,1,0.00,2000.00,Speglar,,,,,"H 325 X 155",99,"Ramen med rikliga gyllene rosen dekorationer Ursprungliga agare forskringsradet Knut von Hertzen (enl. P-E Floman 2008). Gåva 2008","2016-04-27 10:59:04",,4TXnnwNTYu5HdfhIKthFh2.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190948,"2E Elisabetsalen",Item561492,"Restaurangbord smått",,2,0.00,100.00,Bord,,,,,L62xb75xh71,95,"Av Hamspinnare 2014","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190948,"2E Elisabetsalen",Item561489,"Restaurangbord stora",,10,0.00,150.00,Bord,,,,,"L 125x75xh71",94,"Av Hampspinnare 2014","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190948,"2E Elisabetsalen",Item561523,"Vinterlandskap Kuusamo Julmaölkky",,1,0.00,9500.00,Konst,,,,,"h 97x73",8,"Oljemalning av Maexmontan Frans 1847-1901","2016-04-27 10:59:04",,5jXH7SCUsfVKlU1uR4IAnR.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item1202599,Defibrillator,11/16/2016,1,0.00,1500.00,Electronics,,,,"Zoll AED Plus",,,"Donation av Johannitorden, slutlig placering besluts våren 2017 nu hos rest chef Jouti! Medidyne Oy, Julle Oinonen, area manager 0400218143/0207344350","2016-12-07 11:48:17",,,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561453,"Golvur Ulrika Eleonora",,1,0.00,35000.00,Klockor,,,,"1600 talets slut England","h 275x40x35",155,"Får regelbunden professionell service, full service 2010, Longitudi Oy, smörjning 2014. Närmare historik, se: Svenska Klubben och dess hus, 2005, sid 36. Till SK genom testamente 1920","2016-04-27 10:59:04",,6IO6iTzwN61ZhMoc6iaMGj.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561463,"Heliogravyr Döbeln vid Jutas",,1,0.00,400.00,Konst,,,,"A Edelfelt (pinx) Tilgmann 1907",h52x42,184,"Ny passepartout 2002, Artegrafica","2016-04-27 10:59:04",,3pBBUYCdhzapCfGVeYFNGp.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561467,"Heliogravyr Landshövdingen",,1,0.00,400.00,Konst,,,,"A Edelfelt 1899 Tilgmann 1903",h57x44,185,"Ny passepartout 2002, Artegrafica","2016-04-27 10:59:04",,7sP1as3nAS2NuORyTRVWOG.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561470,"Heliogravyr Soldatflickan",,1,0.00,400.00,Konst,,,,"A Edelfelt 1900 Tilgmann 1905",h55x42,186,"""Förrn den ädle kungen i Finland stred/ Hon blifvit en krigsmans brud/ Och då trumman rördes och Svärd drog med/ så följde hon samma ljud.","2016-04-27 10:59:04",,4yHbsLOoNsKwG9FByx6WFa.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561483,Hjälpbord,,1,0.00,100.00,Bord,,,,,,,"Stort hjalpbord","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561450,"Litografi Drottningholms slott",,1,0.00,250.00,Konst,,,,,"H 26x 34",118,,"2016-04-27 10:59:04",,1yEoHgCJdcA0P1KDzq8fDr.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561447,"Litografi Stholms kungl slott",,1,0.00,250.00,Konst,,,,,H24x37,117,,"2016-04-27 10:59:04",,m6mfw3qR5PH2I24ZdJh2b.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561473,"Oljemålning Utanfor bokhandeln",,1,0.00,3000.00,Konst,,,,"Aron Gerle (1869-1930)","H 85,5 B 60",466,"Olja pa faner, kopt av HW med anledning av klubbhusets renovering.. Purchased at: Bukowskis Stockholm","2016-04-27 10:59:04",,PTTA6vIKIeJoOo87CClH0.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561440,"Restaurangbord 4 pers",,3,0.00,100.00,Bord,,,,,L130xb65xh71,107,"2 reservskivor i källaren","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561444,"Restaurangbord ovalt",,1,0.00,150.00,Bord,,,,"1970 talet",L190xb74xh71,150,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561476,Rödvinshylla,,1,0.00,200.00,Hyllor,,,,,,603,"Kopt av Ha, 2014","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561460,"Tryck Kalmar slott",,1,0.00,200.00,Konst,,,,"J Paunell 1929 90/100","h 24x 38",173,"Konservointipalvelu HeinonenKy, Tina Lingren 4773645 reparerat vattenskador och ramen för 304e, 2003","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561457,"Tryck stadshuset i Stockholm",,1,0.00,250.00,Konst,,,,,"h26x b37",172,"Konserverades efter vattenskador 2002/2003 av konservator Arja Jokiniemi, inramning hos Artegrafica, bra arbete!","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561437,"Tryck Stockholm, färglagd",,1,0.00,300.00,Konst,,,,"Thomas Lindholm 1925","h 91x131",44,,"2016-04-27 10:59:04",,5qoPaEiYszM4vskI2fuNg.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561434,"Tryma spegel 1920 talet",,2,0.00,900.00,Speglar,,,,,,43,"OBS! Kolla platsen","2016-04-27 10:59:04",,6NYzAyCr1nIQPgKGgIbiDz.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190947,"2F Korridoren WC Hj",Item561479,Vägghyllor,,1,0.00,150.00,Hyllor,,,,,,601,"Alla hyllor i 2 van. hjalpkok","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190949,"2G Spegelsalen",Item561526,Bord,,12,0.00,100.00,Bord,,,,,,38,"K�pt av H 6/2014","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190949,"2G Spegelsalen",Item561520,"Det stora fallet i Älvkarlea",,1,0.00,13000.00,Konst,,,,,"h 50x78",7,"Oljemalning, sign. O Herrmelin malad senare 1800 talet, ramen skadad","2016-04-27 10:59:04",,7rcKWEKLhupxEMgKT7HuIf.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190949,"2G Spegelsalen",Item561530,Gardinarrangemang,,3,0.00,200.00,Gardiner,,,,,"H ca 320 X b ca 150",91,"Grön sammet sidogardiner med kappa","2016-04-27 10:59:04",,5Q3whF7qVcbHBBCiOIpdjI.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190949,"2G Spegelsalen",Item561516,Gobeläng,,1,0.00,200.00,Konst,,,,,"h 95x157",6,"Har funnits redan i klubblokalen vid Skillnaden.","2016-04-27 10:59:04",,5RGVYSTA8Xe4PF9ND3LvsW.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190949,"2G Spegelsalen",Item561510,Kristallkronor,,2,0.00,5000.00,Armatur,,,,,,3,,"2016-04-27 10:59:04",,58Kv57C9rObS6MOZlkw4to.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190949,"2G Spegelsalen",Item561513,"Praktspegel med fotbord",,2,0.00,4000.00,Speglar,,,,,,5,"Fotbord med marmorskiva, spegel med f�rgylld ram","2016-04-27 10:59:04",,1GYEr5m9brlsvQCZMOsRMm.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190949,"2G Spegelsalen",Item561533,"Restaurangbord smått",,3,0.00,100.00,Bord,,,,,"L 62xb75xh71",92,"Av Hampspinnare 2014","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190949,"2G Spegelsalen",Item561542,"Sparkskydd av plexiglas",,2,0.00,50.00,,,,,Artegrafica,,518,"Inf�rskaffades i samband med speglarnas renovering 2006","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190949,"2G Spegelsalen",Item561539,Stolar,,130,0.00,200.00,Stolar,,,,"Italien 2004",,500,"Restaurangstolar brunspetsad med grön sits, finns utplacerade i olika utrymmen enligt behov.","2016-04-27 10:59:04",,3AQtxJVlmJly1Q3hfGXtmm.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190949,"2G Spegelsalen",Item561536,"Tavla, Skepp i aftonsol",,1,0.00,4200.00,Konst,,,,"Carl Hallstrom (1850-1929)",,471,"Olja pa duk, svensk konstnar, prolig guldram, inkopt SM. Purchased at: Bukowski-Horhammer Hfors","2016-04-27 10:59:04",,7Ch60c9GTW2MtEq15HmtFt.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190949,"2G Spegelsalen",Item561486,"Vy från Tanger Marrakesh",,1,0.00,7000.00,Konst,,,,"Hugo Backmansson 1920","h 80x54",9,"Oljemålning Närmare beskrivning på tavlans baksida. Gåva av Nordiska Föreningen","2016-04-27 10:59:04",,5bXui5gtCV8tcigyUjpt5V.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190950,"2H Barocken",Item561545,"Ariadne fran Naxos",,1,0.00,7000.00,Konst,,,,,"h 129x158",10,,"2016-04-27 10:59:04",,1nsy0I46e6cigR4PdTYtnv.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190950,"2H Barocken",Item561584,"Broderi på tyg",,1,0.00,700.00,Konst,,,,"Handarbetets vänner?",h73x63,90,"Gobeläng Frihetskorsets ordenstecken med spanne","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190950,"2H Barocken",Item561555,"CG Estlander kopia efter Edelfelt",,1,0.00,4000.00,Konst,,,,,"h 98x78",28,"Kopia utford av A Lindblom 1904 efter A Edelfelt original","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190950,"2H Barocken",Item561548,"CG Mannerheims foto",,1,0.00,300.00,Konst,,,,,,12,"Porträtt fr 1940, ramen reparerades för 150 e pga att tavlan fallit från väggen i oklara förhållanden den 2 nov, 2016","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190950,"2H Barocken",Item561568,"Flygel Steiway et Sons",,1,0.00,40000.00,Musikinstrument,,,,"Steinway et Sons, Hamburg","Forte nr. 150069",32,"Se 100 ars historik s. 54, Ragnar Nylund restaurator anlitad 2002, tfn. 0408316402 Obs: klaverluckans låsverk styvt, lagades, mer omfattande service övervägdes 2016, men inga åtgärder pga budgetära begränsningar! Purchased at: R E Westerluds pianoaffar Hfors","2016-04-27 10:59:04",,YNFz5z1gWVn9JrgpC7Vbj.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190950,"2H Barocken",Item561587,Flygeltäcket,,1,0.00,500.00,,,,,"Fazers musik",,458,"Specialskydd, beställdes av avd.chef. Georg Dahlstrom F-Musik 26.10.2001","2016-04-27 10:59:04",,4n6B6T5731hcBXddTf1zRj.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190950,"2H Barocken",Item561581,Gardiner,,5,0.00,200.00,Gardiner,,,,"Eurokangas 2004","Beige sammet",37,"Alla gardiner k�ptes av Hampspinnare juni 2014","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190950,"2H Barocken",Item561574,Kristallkrona,,1,0.00,2000.00,Armatur,,,,"1980 talet","Venetiansk, 8 armar, elektrifierad",34,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190950,"2H Barocken",Item561571,Pianostol,,1,0.00,450.00,Stolar,,,,,,33,"Tillverk. 1990","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190950,"2H Barocken",Item561565,"Porträtt av dir. Ernst Johannes Nygård",,1,0.00,7000.00,Konst,,,,"Verner Thome 1932","h 91x76",31,"Se årsberättelse1982","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190950,"2H Barocken",Item561558,"Porträtt av Eirik Cronstedt",,1,0.00,8500.00,Konst,,,,,"h 80x65",29,"Garantiforeningen skötte om allt även penninginsamlingen, se narmare Meddelanden 4/2000 s. 8, Eirik avled 10.8.2004","2016-04-27 10:59:04",,2gDR4jZ0QcPpLdynx951nc.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190950,"2H Barocken",Item561552,"Porträtt av professor Ernst Nordström",,1,0.00,4000.00,Konst,,,,"A Lindeblom","h 63x53",27,"Hedersmedlem 1930, 100 års historik s 64 och 98, namnskylt saknas","2016-04-27 10:59:04",,,
